URN,CTSURN,LatinName,EnglishName
urn:cite:chs:work.tlg0592_tlg003,urn:cts:greekLit:tlg0592.tlg003,"Περὶ εὑρέσεως","On Invention"
urn:cite:chs:work.tlg0592_tlg005,urn:cts:greekLit:tlg0592.tlg005,"Περὶ μεθόδου δεινότητος","On the Method of Forcefulness"
urn:cite:chs:work.tlg0592_tlg002,urn:cts:greekLit:tlg0592.tlg002,"Περὶ στάσεων","On Issues"
urn:cite:chs:work.tlg0592_tlg004,urn:cts:greekLit:tlg0592.tlg004,"Περὶ ἰδεῶν λόγου","On Types of Style"
urn:cite:chs:work.tlg0594_tlg002,urn:cts:greekLit:tlg0594.tlg002,"De Figuris","On Figures"
urn:cite:chs:work.tlg0594_tlg001,urn:cts:greekLit:tlg0594.tlg001,"Περὶ ῥητορικῶν ἀφορμῶν (fragmenta)",Rhetoric
urn:cite:chs:work.tlg0597_tlg001,urn:cts:greekLit:tlg0597.tlg001,"Περὶ συνηθείας (e cod. Paris. suppl. gr. 1164 [olim cod. Athon.])",
urn:cite:chs:work.tlg0606_tlg001,urn:cts:greekLit:tlg0606.tlg001,"Ars Rhetorica","Art of Rhetoric"
urn:cite:chs:work.tlg0607_tlg001,urn:cts:greekLit:tlg0607.tlg001,Progymnasmata,Exercises
urn:cite:chs:work.tlg0609_tlg002,urn:cts:greekLit:tlg0609.tlg002,"Περὶ Παθῶν","On Variations in Language Use"
urn:cite:chs:work.tlg0609_tlg001,urn:cts:greekLit:tlg0609.tlg001,"Περὶ τρόπων","On Tropes"
urn:cite:chs:work.tlg0612_tlg002,urn:cts:greekLit:tlg0612.tlg002,"Encomium Comae","An Encomium on Hair"
urn:cite:chs:work.tlg0612_tlg001,urn:cts:greekLit:tlg0612.tlg001,Orationes,Orations
urn:cite:chs:work.tlg0613_tlg001,urn:cts:greekLit:tlg0613.tlg001,"De Elocutione","On Style"
urn:cite:chs:work.tlg0614_tlg001,urn:cts:greekLit:tlg0614.tlg001,"Mythiambi Aesopici","Aesop's Fables"
urn:cite:chs:work.tlg0615_tlg001,urn:cts:greekLit:tlg0615.tlg001,"In Ethica Nichomachea Commentaria","Nicomachian Ethics"
urn:cite:chs:work.tlg0616_tlg002,urn:cts:greekLit:tlg0616.tlg002,"Excerpta Polyaeni","Excerpts of Polyaenus"
urn:cite:chs:work.tlg0616_tlg001,urn:cts:greekLit:tlg0616.tlg001,Strategemata,Stratagems
urn:cite:chs:work.tlg0624_tlgX03,urn:cts:greekLit:tlg0624.tlgX03,"De Elocutione","On Style"
urn:cite:chs:work.tlg0627_tlg012,urn:cts:greekLit:tlg0627.tlg012,Aphorismi,"The Aphorism"
urn:cite:chs:work.tlg0627_tlg017,urn:cts:greekLit:tlg0627.tlg017,"Coa Praesagia","The Coan Praenotions"
urn:cite:chs:work.tlg0627_tlg025,urn:cts:greekLit:tlg0627.tlg025,"De Affectionibus","Of Affections"
urn:cite:chs:work.tlg0627_tlg032,urn:cts:greekLit:tlg0627.tlg032,"De Affectionibus Interioribus","Of Internal Affections"
urn:cite:chs:work.tlg0627_tlg002,urn:cts:greekLit:tlg0627.tlg002,"De Aire Aquis Et Locis","On Airs, Waters, and Places"
urn:cite:chs:work.tlg0627_tlg046,urn:cts:greekLit:tlg0627.tlg046,"De Alimento","On Aliment"
urn:cite:chs:work.tlg0627_tlg040,urn:cts:greekLit:tlg0627.tlg040,"De Anatome","On Anatomy"
urn:cite:chs:work.tlg0627_tlg018,urn:cts:greekLit:tlg0627.tlg018,"De Arte","Of Art"
urn:cite:chs:work.tlg0627_tlg010,urn:cts:greekLit:tlg0627.tlg010,"De Articulis","On the Articulations"
urn:cite:chs:work.tlg0627_tlg007,urn:cts:greekLit:tlg0627.tlg007,"De Capitis Vulneribus","On Injuries of the Head"
urn:cite:chs:work.tlg0627_tlg043,urn:cts:greekLit:tlg0627.tlg043,"De Carnibus","On Fleshes"
urn:cite:chs:work.tlg0627_tlg045,urn:cts:greekLit:tlg0627.tlg045,"De Corde","On the Heart"
urn:cite:chs:work.tlg0627_tlg050,urn:cts:greekLit:tlg0627.tlg050,"De Decente Habitu","On Honorable Conduct"
urn:cite:chs:work.tlg0627_tlg041,urn:cts:greekLit:tlg0627.tlg041,"De Dentitione","On Dentition"
urn:cite:chs:work.tlg0627_tlg005,urn:cts:greekLit:tlg0627.tlg005,"De Diaeta Acutorum","On the Diet of Acute Diseases"
urn:cite:chs:work.tlg0627_tlg031,urn:cts:greekLit:tlg0627.tlg031,"De Diaeta I-IV","On the Surgery"
urn:cite:chs:work.tlg0627_tlg004,urn:cts:greekLit:tlg0627.tlg004,"De Diaeta In Morbis Acutis","On Regimen in Acute Diseases"
urn:cite:chs:work.tlg0627_tlg020,urn:cts:greekLit:tlg0627.tlg020,"De Diaeta Salubri","Regimen of Persons in Health"
urn:cite:chs:work.tlg0627_tlg053,urn:cts:greekLit:tlg0627.tlg053,"De Diebus Judicatoriis","On Critical Days"
urn:cite:chs:work.tlg0627_tlg039,urn:cts:greekLit:tlg0627.tlg039,"De Exsectione Foetus","On the Excision of the Foetus"
urn:cite:chs:work.tlg0627_tlg030,urn:cts:greekLit:tlg0627.tlg030,"De Fistulis","On Fistulae"
urn:cite:chs:work.tlg0627_tlg021,urn:cts:greekLit:tlg0627.tlg021,"De Flatibus","On Breaths"
urn:cite:chs:work.tlg0627_tlg009,urn:cts:greekLit:tlg0627.tlg009,"De Fracturis","On Fractures"
urn:cite:chs:work.tlg0627_tlg042,urn:cts:greekLit:tlg0627.tlg042,"De Glandulis","On the Glands"
urn:cite:chs:work.tlg0627_tlg029,urn:cts:greekLit:tlg0627.tlg029,"De Haemorrhoidibus","On Hemorrhoids"
urn:cite:chs:work.tlg0627_tlg022,urn:cts:greekLit:tlg0627.tlg022,"De Humidorum Usu","On the Use of the Humors"
urn:cite:chs:work.tlg0627_tlg015,urn:cts:greekLit:tlg0627.tlg015,"De Humoribus","On the Humors"
urn:cite:chs:work.tlg0627_tlg052,urn:cts:greekLit:tlg0627.tlg052,"De Judicationibus","On Crises"
urn:cite:chs:work.tlg0627_tlg026,urn:cts:greekLit:tlg0627.tlg026,"De Locis In Homine","On the Places in Man"
urn:cite:chs:work.tlg0627_tlg049,urn:cts:greekLit:tlg0627.tlg049,"De Medico","On the Physician"
urn:cite:chs:work.tlg0627_tlg023,urn:cts:greekLit:tlg0627.tlg023,"De Morbis I-III","Of Diseases"
urn:cite:chs:work.tlg0627_tlg006,urn:cts:greekLit:tlg0627.tlg006,"De Morbis Popularibus (= Epidemiae)","The Epidemics"
urn:cite:chs:work.tlg0627_tlg027,urn:cts:greekLit:tlg0627.tlg027,"De Morbo Sacro","On the Sacred Disease"
urn:cite:chs:work.tlg0627_tlg036,urn:cts:greekLit:tlg0627.tlg036,"De Mulierum Affectibus I-III","On the Diseases of Women"
urn:cite:chs:work.tlg0627_tlg019,urn:cts:greekLit:tlg0627.tlg019,"De Natura Hominis","On the Nature of Man"
urn:cite:chs:work.tlg0627_tlg033,urn:cts:greekLit:tlg0627.tlg033,"De Natura Muliebri","On the Nature of Woman"
urn:cite:chs:work.tlg0627_tlg035,urn:cts:greekLit:tlg0627.tlg035,"De Octimestri Partu","Of the Eighth Month Foetus"
urn:cite:chs:work.tlg0627_tlg008,urn:cts:greekLit:tlg0627.tlg008,"De Officina Medici","On the Physcian's Establishment"
urn:cite:chs:work.tlg0627_tlg048,urn:cts:greekLit:tlg0627.tlg048,"De Ossium Natura","On the Nature of Bones"
urn:cite:chs:work.tlg0627_tlg001,urn:cts:greekLit:tlg0627.tlg001,"De Prisca Medicina","On Ancient Medicine"
urn:cite:chs:work.tlg0627_tlg054,urn:cts:greekLit:tlg0627.tlg054,"De Purgantibus (= De Remediis)","On Purgative Medicines"
urn:cite:chs:work.tlg0627_tlg024,urn:cts:greekLit:tlg0627.tlg024,"De Semine, De Natura Pueri, De Morbis Iv","On Semen, the Nature of Boys, and Diseases"
urn:cite:chs:work.tlg0627_tlg044,urn:cts:greekLit:tlg0627.tlg044,"De Septimanis (= De Hebdomadibus)","On the Seven Fold Order of the World"
urn:cite:chs:work.tlg0627_tlg034,urn:cts:greekLit:tlg0627.tlg034,"De Septimestri Partu","Of the Seventh Month Foetus"
urn:cite:chs:work.tlg0627_tlg056,urn:cts:greekLit:tlg0627.tlg056,"De Septimestri Partu","Of the Seventh Month Foetus"
urn:cite:chs:work.tlg0627_tlg038,urn:cts:greekLit:tlg0627.tlg038,"De Superfetatione","On Superfoetation"
urn:cite:chs:work.tlg0627_tlg028,urn:cts:greekLit:tlg0627.tlg028,"De Ulceribus","Of Ulcers"
urn:cite:chs:work.tlg0627_tlg037,urn:cts:greekLit:tlg0627.tlg037,"De Virginum Morbis","On the Diseases of Young Women"
urn:cite:chs:work.tlg0627_tlg047,urn:cts:greekLit:tlg0627.tlg047,"De Visu","On the Sight"
urn:cite:chs:work.tlg0627_tlg055,urn:cts:greekLit:tlg0627.tlg055,Epistulae,Letters
urn:cite:chs:work.tlg0627_tlg013,urn:cts:greekLit:tlg0627.tlg013,Jusjurandum,"The Hippocratic Oath"
urn:cite:chs:work.tlg0627_tlg014,urn:cts:greekLit:tlg0627.tlg014,Lex,"The Law"
urn:cite:chs:work.tlg0627_tlg051,urn:cts:greekLit:tlg0627.tlg051,Praeceptiones,Precepts
urn:cite:chs:work.tlg0627_tlg003,urn:cts:greekLit:tlg0627.tlg003,Prognosticon,"The Prognostics"
urn:cite:chs:work.tlg0627_tlg016,urn:cts:greekLit:tlg0627.tlg016,Prorrheticon,Prorrhetics
urn:cite:chs:work.tlg0627_tlg011,urn:cts:greekLit:tlg0627.tlg011,Vectiarius,Vectiarius
urn:cite:chs:work.tlg0638_tlg007,urn:cts:greekLit:tlg0638.tlg007,"De Gymnastica","On Athletic Training"
urn:cite:chs:work.tlg0638_tlg006,urn:cts:greekLit:tlg0638.tlg006,"Epistulae Et Dialexeis","Letters and Dialexeis"
urn:cite:chs:work.tlg0638_tlg004,urn:cts:greekLit:tlg0638.tlg004,Heroicus,"On Heroes"
urn:cite:chs:work.tlg0638_tlg005,urn:cts:greekLit:tlg0638.tlg005,Nero,Nero
urn:cite:chs:work.tlg0638_tlg001,urn:cts:greekLit:tlg0638.tlg001,"Vita Apollonii","Life of Apollonius"
urn:cite:chs:work.tlg0638_tlg003,urn:cts:greekLit:tlg0638.tlg003,"Vitae Sophistarum","Lives of the Sophists"
urn:cite:chs:work.tlg0640_tlg001,urn:cts:greekLit:tlg0640.tlg001,Epistulae,Letters
urn:cite:chs:work.tlg0641_tlg001,urn:cts:greekLit:tlg0641.tlg001,Ephesiaca,"The Ephesian Story of Anthica and Habrocomes"
urn:cite:chs:work.tlg0644_tlg001,urn:cts:greekLit:tlg0644.tlg001,"Aristophanis Historiae Animalium Epitome Subjunctis Aeliani Timothei","Historia Animalium"
urn:cite:chs:work.tlg0645_tlg001,urn:cts:greekLit:tlg0645.tlg001,Apologia,"The Apology"
urn:cite:chs:work.tlg0645_tlg002,urn:cts:greekLit:tlg0645.tlg002,"Apologia Secunda","The Second Apology"
urn:cite:chs:work.tlg0645_tlg003,urn:cts:greekLit:tlg0645.tlg003,"Dialogus Cum Tryphone","Dialogue with Trypho"
urn:cite:chs:work.tlg0649_tlg001,urn:cts:greekLit:tlg0649.tlg001,Πολιτικός,"Political Speech"
urn:cite:chs:work.tlg0649_tlg002,urn:cts:greekLit:tlg0649.tlg002,"Προτρεπτικὸς A","Persuasive Speech A"
urn:cite:chs:work.tlg0649_tlg003,urn:cts:greekLit:tlg0649.tlg003,"Προτρεπτικὸς Β","Persuasive Speech B"
urn:cite:chs:work.tlg0651_tlg001,urn:cts:greekLit:tlg0651.tlg001,"Metamorphoseon Synagoge","Collection of Metamorphoses"
urn:cite:chs:work.tlg0652_tlg001,urn:cts:greekLit:tlg0652.tlg001,Imagines,Pictures
urn:cite:chs:work.tlg0653_tlg004,urn:cts:greekLit:tlg0653.tlg004,"Fragmentum (E Cod. Matrit. 4616)",Fragment
urn:cite:chs:work.tlg0653_tlg002,urn:cts:greekLit:tlg0653.tlg002,"Fragmentum (E Cod. Vat. Gr. 2130)",Fragment
urn:cite:chs:work.tlg0653_tlg001,urn:cts:greekLit:tlg0653.tlg001,Phaenomena,Phaenomena
urn:cite:chs:work.tlg0655_tlg001,urn:cts:greekLit:tlg0655.tlg001,"Narrationes Amatoriae","Love Stories"
urn:cite:chs:work.tlg0657_tlg001,urn:cts:greekLit:tlg0657.tlg001,Fragmenta,Fragments
urn:cite:chs:work.tlg0658_tlg001,urn:cts:greekLit:tlg0658.tlg001,Aethiopica,"Ethiopian Story"
urn:cite:chs:work.tlg0660_tlg001,urn:cts:greekLit:tlg0660.tlg001,"In Hippocratis De Articulis Commentarius","Commentary on Hippocrates's On Joints"
urn:cite:chs:work.tlg0663_tlg001,urn:cts:greekLit:tlg0663.tlg001,"Praecepta Salubria","Praecepta Salubria"
urn:cite:chs:work.tlg0666_tlg001,urn:cts:greekLit:tlg0666.tlg001,Declamatio,Declamation
urn:cite:chs:work.tlg0667_tlg001,urn:cts:greekLit:tlg0667.tlg001,"De Pulsibus","On Pulses"
urn:cite:chs:work.tlg0671_tlg001,urn:cts:greekLit:tlg0671.tlg001,"De Venenatis Animalibus Eorumque Remediis","On Poisonous Animals and their Remedies"
urn:cite:chs:work.tlg0676_tlg001,urn:cts:greekLit:tlg0676.tlg001,"Adversus Suffusiones Incipientes",
urn:cite:chs:work.tlg0676_tlg002,urn:cts:greekLit:tlg0676.tlg002,Fragmentum,Fragment
urn:cite:chs:work.tlg0693_tlg001,urn:cts:greekLit:tlg0693.tlg001,"Epitome doctrinae Platonicae sive Διδασκαλικός","Handbook of Platonism"
urn:cite:chs:work.tlg0693_tlg002,urn:cts:greekLit:tlg0693.tlg002,"Introductio In Platonem","Introduction to Plato's Dialogues"
urn:cite:chs:work.tlg0708_tlg002,urn:cts:greekLit:tlg0708.tlg002,"De impropriis (= Περὶ ἀκυρολογίας) (quoque sub nominibus Anonymi et Herennii Philonis et Herodiani)","On Metaphors"
urn:cite:chs:work.tlg0717_tlg002,urn:cts:greekLit:tlg0717.tlg002,Anaphoricus,"On Ascensions"
urn:cite:chs:work.tlg0717_tlg001,urn:cts:greekLit:tlg0717.tlg001,"Hypsiclis Liber Sive Elementorum Liber XIV Qui Fertur","Book XIV of Euclid's Elements"
urn:cite:chs:work.tlg0719_tlg001,urn:cts:greekLit:tlg0719.tlg001,"De Causis Et Signis Acutorum Morborum (Lib. 1)","On the Causes and Symptoms of Acute Disease (Book 1)"
urn:cite:chs:work.tlg0719_tlg002,urn:cts:greekLit:tlg0719.tlg002,"De Causis Et Signis Acutorum Morborum (Lib. 2)","On the Causes and Symptoms of Acute Disease (Book 2)"
urn:cite:chs:work.tlg0719_tlg003,urn:cts:greekLit:tlg0719.tlg003,"De Curatione Acutorum Morborum Libri Duo","On the Treatment of Acute Diseases"
urn:cite:chs:work.tlg0719_tlg004,urn:cts:greekLit:tlg0719.tlg004,"De Curatione Diuturnorum Morborum Libri Duo","On the Treatment of Chronic Diseases"
urn:cite:chs:work.tlg0732_tlg010,urn:cts:greekLit:tlg0732.tlg010,"De Anima","On the Soul"
urn:cite:chs:work.tlg0732_tlg011,urn:cts:greekLit:tlg0732.tlg011,"De Anima Libri Mantissa (= De Anima Liber Alter)","Supplement to On the Soul (Mantissa)"
urn:cite:chs:work.tlg0732_tlg014,urn:cts:greekLit:tlg0732.tlg014,"De Fato","On Fate"
urn:cite:chs:work.tlg0732_tlg003,urn:cts:greekLit:tlg0732.tlg003,"De Febribus","On Fevers"
urn:cite:chs:work.tlg0732_tlg001,urn:cts:greekLit:tlg0732.tlg001,"De Mixtione","On Mixture"
urn:cite:chs:work.tlg0732_tlg015,urn:cts:greekLit:tlg0732.tlg015,"In Analytica Posteriora Commentariorum Fragmenta","Fragments of Commentaries on the Posterior Analytics"
urn:cite:chs:work.tlg0732_tlg005,urn:cts:greekLit:tlg0732.tlg005,"In Aristotelis Analyticorum Priorum Librum I Commentarium","Commentary on Aristotle's Prior Analytics I"
urn:cite:chs:work.tlg0732_tlg004,urn:cts:greekLit:tlg0732.tlg004,"In Aristotelis Metaphysica Commentaria","Commentaries on Metaphysics"
urn:cite:chs:work.tlg0732_tlg008,urn:cts:greekLit:tlg0732.tlg008,"In Aristotelis Meteorologicorum Libros Commentaria","Commentaries on Aristotle's Meteorologica"
urn:cite:chs:work.tlg0732_tlg006,urn:cts:greekLit:tlg0732.tlg006,"In Aristotelis Topicorum Libros Octo Commentaria","Commentaries on Eight Books of Aristotle's Topics"
urn:cite:chs:work.tlg0732_tlg007,urn:cts:greekLit:tlg0732.tlg007,"In Librum De Sensu Commentarium","Commentary on De Sensu"
urn:cite:chs:work.tlg0732_tlg002,urn:cts:greekLit:tlg0732.tlg002,"Problemata (Lib. 1- 2)",Problems
urn:cite:chs:work.tlg0732_tlg017,urn:cts:greekLit:tlg0732.tlg017,"Problemata (Lib. 3- 4)",Problems
urn:cite:chs:work.tlg0732_tlg012,urn:cts:greekLit:tlg0732.tlg012,"Ἀπορίαι καὶ Λύσεις","Problems and Solutions"
urn:cite:chs:work.tlg0732_tlg013,urn:cts:greekLit:tlg0732.tlg013,"Ἠθικὰ Προβλήματα","Ethical Problems"
urn:cite:chs:work.tlg0733_tlg001,urn:cts:greekLit:tlg0733.tlg001,"Quaestiones Medicae Et Problemata Physica","Questions of Medicine and Problems of Physics"
urn:cite:chs:work.tlg0749_tlg001,urn:cts:greekLit:tlg0749.tlg001,"Ἐκ τοῦ περὶ κλυσμῶν ὅτι διὰ τρεῖς αἰτίας παραλαμβάνονται",
urn:cite:chs:work.tlg1016_tlg001,urn:cts:greekLit:tlg1016.tlg001,"Ὀστάνου φιλοσόφου πρὸς Πετάσιον περὶ τῆς ἱερᾶς ταύτης καὶ θείας τέχνης (e cod. Venet. Marc. 299, fol. 66r)",
urn:cite:chs:work.tlg1124_tlg001,urn:cts:greekLit:tlg1124.tlg001,"De Passionibus (Lib. 1)","On Emotions"
urn:cite:chs:work.tlg1124_tlg002,urn:cts:greekLit:tlg1124.tlg002,"De Passionibus (Lib. 2)","On Emotions"
urn:cite:chs:work.tlg1149_tlg001,urn:cts:greekLit:tlg1149.tlg001,"Epistula Ad Commune Asiae","Letter to the Council of Asia"
urn:cite:chs:work.tlg1157_tlg001,urn:cts:greekLit:tlg1157.tlg001,"Apocalypsis Esdrae","The Apocalypse of Ezra"
urn:cite:chs:work.tlg1158_tlg001,urn:cts:greekLit:tlg1158.tlg001,"Apocalypsis Apocrypha Joannis","The Apocalypse of John"
urn:cite:chs:work.tlg1158_tlg002,urn:cts:greekLit:tlg1158.tlg002,"Apocalypsis Apocrypha Joannis (Versio Altera)","The Apocalypse of John (Another Version)"
urn:cite:chs:work.tlg1158_tlg003,urn:cts:greekLit:tlg1158.tlg003,"Apocalypsis Apocrypha Joannis (Versio Tertia)","The Apocalypse of John (Third Version)"
urn:cite:chs:work.tlg1165_tlg001,urn:cts:greekLit:tlg1165.tlg001,Poliorcetica,Siegecraft
urn:cite:chs:work.tlg1167_tlg001,urn:cts:greekLit:tlg1167.tlg001,"Vita Aeschinis","Life of Aeschines"
urn:cite:chs:work.tlg1168_tlg001,urn:cts:greekLit:tlg1168.tlg001,"Lexicon Homericum","Homeric Lexicon"
urn:cite:chs:work.tlg1181_tlg001,urn:cts:greekLit:tlg1181.tlg001,"De Magnitudinibus Et Distantiis Solis Et Lunae","On the Sizes and Distances of the Sun and Moon"
urn:cite:chs:work.tlg1183_tlg001,urn:cts:greekLit:tlg1183.tlg001,"Aristeae Epistula Ad Philocratem","The Letter of Aristeas"
urn:cite:chs:work.tlg1204_tlg001,urn:cts:greekLit:tlg1204.tlg001,"De Machinis","On Machines"
urn:cite:chs:work.tlg1205_tlg002,urn:cts:greekLit:tlg1205.tlg002,"De Resurrectione","The Resurrection of the Dead"
urn:cite:chs:work.tlg1205_tlg001,urn:cts:greekLit:tlg1205.tlg001,"Legatio Sive Supplicatio Pro Christianis","Apology or Embassy for the Christians"
urn:cite:chs:work.tlg1210_tlg002,urn:cts:greekLit:tlg1210.tlg002,"De Ortibus Et Occasibus","On Risings and Settings"
urn:cite:chs:work.tlg1210_tlg001,urn:cts:greekLit:tlg1210.tlg001,"De Sphaera Quae Movetur","On the Moving Sphere"
urn:cite:chs:work.tlg1216_tlg001,urn:cts:greekLit:tlg1216.tlg001,"Barnabae Epistula","Epistle of Barnabas"
urn:cite:chs:work.tlg1220_tlg001,urn:cts:greekLit:tlg1220.tlg001,Batrachomyomachia,"Battle of Frogs and Mice"
urn:cite:chs:work.tlg1220_tlg002,urn:cts:greekLit:tlg1220.tlg002,"Batrachomyomachia (Prosodia Byzantina)","Battle of Frogs and Mice (Byzantine Prosody)"
urn:cite:chs:work.tlg1252_tlg002,urn:cts:greekLit:tlg1252.tlg002,"Certamen Homeri Et Hesiodi","The Contest of Homer and Hesiod"
urn:cite:chs:work.tlg1272_tlg001,urn:cts:greekLit:tlg1272.tlg001,"De Motu Circulari Corporum Caelestium","On the Circular Motions of the Celestial Bodies"
urn:cite:chs:work.tlg1302_tlg001,urn:cts:greekLit:tlg1302.tlg001,"Formae Epistolicae","Epistolary Types"
urn:cite:chs:work.tlg1302_tlg002,urn:cts:greekLit:tlg1302.tlg002,"Formae Epistolicae (Duo Exempla Spuria)","Epistolary Types"
urn:cite:chs:work.tlg1306_tlg003,urn:cts:greekLit:tlg1306.tlg003,"Ad Leucippem (sub nomine Democriti) (e cod. Paris. B.N. gr. 2327, fol. 258r)","To Leucippus"
urn:cite:chs:work.tlg1306_tlg002,urn:cts:greekLit:tlg1306.tlg002,"Physica et mystica (fort. opus Χειρόμηκτα) (sub nomine Democriti) (e cod. Venet. Marc. 299, fol. 66v)","Physical and Mystical Matters"
urn:cite:chs:work.tlg1306_tlg001,urn:cts:greekLit:tlg1306.tlg001,"Περὶ συμπαθειῶν καὶ ἀντιπαθειῶν (sub nomine Democriti)","On Sympathies and Antipathies"
urn:cite:chs:work.tlg1337_tlg003,urn:cts:greekLit:tlg1337.tlg003,"Fragmenta Alia Antiqua","Other Old Fragmeents"
urn:cite:chs:work.tlg1350_tlg001,urn:cts:greekLit:tlg1350.tlg001,"Epistula Ad Diognetum","Epistle to Diognetus"
urn:cite:chs:work.tlg1352_tlg001,urn:cts:greekLit:tlg1352.tlg001,"Epistula Ecclesiarum Apud Lugdunum Et Viennam","Letter from Vienna and Lyons"
urn:cite:chs:work.tlg1365_tlg003,urn:cts:greekLit:tlg1365.tlg003,"Περὶ παλμῶν μαντικὴ πρὸς Πτολεμαῖον βασιλέα (versio A)",
urn:cite:chs:work.tlg1365_tlg004,urn:cts:greekLit:tlg1365.tlg004,"Περὶ παλμῶν τί σημαίνουσιν ἐν ἑκάστῳ μέρει (versio P)",
urn:cite:chs:work.tlg1365_tlg002,urn:cts:greekLit:tlg1365.tlg002,"Περὶ παλμῶν ἀρχομένου ἀπὸ κεφαλῆς ἕως ποδῶν (e cod. Berol. 1577)",
urn:cite:chs:work.tlg1365_tlg001,urn:cts:greekLit:tlg1365.tlg001,"Περὶ Ἐλαιῶν τοῦ Σώματος πρὸς Πτολεμαῖον Βασιλέα",
urn:cite:chs:work.tlg1366_tlg001,urn:cts:greekLit:tlg1366.tlg001,"Evangelium Bartholomaei","Gospel of Bartholomew"
urn:cite:chs:work.tlg1367_tlg001,urn:cts:greekLit:tlg1367.tlg001,Epistulae,Letters
urn:cite:chs:work.tlg1371_tlg001,urn:cts:greekLit:tlg1371.tlg001,"Evangelium Petri","Gospel of Peter"
urn:cite:chs:work.tlg1376_tlg001,urn:cts:greekLit:tlg1376.tlg001,"Περὶ λέξεων ῥητορικῶν (excerpta)","On Discourse"
urn:cite:chs:work.tlg1383_tlg002,urn:cts:greekLit:tlg1383.tlg002,Calendarium,"Astronomical Calendar"
urn:cite:chs:work.tlg1383_tlg001,urn:cts:greekLit:tlg1383.tlg001,"Elementa Astronomiae","Introduction to Astronomy"
urn:cite:chs:work.tlg1389_tlg001,urn:cts:greekLit:tlg1389.tlg001,"Lexicon In Decem Oratores Atticos","Lexicon of the Ten Orators"
urn:cite:chs:work.tlg1402_tlg003,urn:cts:greekLit:tlg1402.tlg003,"De Poematis","Concerning Poems"
urn:cite:chs:work.tlg1402_tlg004,urn:cts:greekLit:tlg1402.tlg004,"De Signis","Concerning Signs"
urn:cite:chs:work.tlg1402_tlg001,urn:cts:greekLit:tlg1402.tlg001,"Enchiridion De Metris","Handbook on Meters"
urn:cite:chs:work.tlg1402_tlg005,urn:cts:greekLit:tlg1402.tlg005,"Fragmenta Hephaestionea","Fragments of Hephaestion"
urn:cite:chs:work.tlg1402_tlg002,urn:cts:greekLit:tlg1402.tlg002,"Introductio Metrica","Introduction to Meters"
urn:cite:chs:work.tlg1405_tlg001,urn:cts:greekLit:tlg1405.tlg001,"Descriptio Graeciae (Sub Auctore Dicaearcho Vel Athenaeo)","On the Cities in Greece"
urn:cite:chs:work.tlg1407_tlg001,urn:cts:greekLit:tlg1407.tlg001,"Excerpta Politiarum","Excepts of Aristoltle's 'Politics'"
urn:cite:chs:work.tlg1416_tlg004,urn:cts:greekLit:tlg1416.tlg004,"De aetatum cognitione (= Γνῶσις περὶ ἡλικιῶν (epitome opusculi sub nomine Herennii Philonis) (e codd. Ambrosiano C 222 + Berol. Phill. 1527)","Inquiry on Ages"
urn:cite:chs:work.tlg1419_tlg001,urn:cts:greekLit:tlg1419.tlg001,Pastor,"The Shepherd"
urn:cite:chs:work.tlg1426_tlg001,urn:cts:greekLit:tlg1426.tlg001,"Περὶ πολιτείας","On Politics"
urn:cite:chs:work.tlg1431_tlg003,urn:cts:greekLit:tlg1431.tlg003,"In Arati Et Eudoxi Phaenomena Commentariorum Libri III","Commentary on the Phaenomena of Aratus and Eudoxus"
urn:cite:chs:work.tlg1443_tlg002,urn:cts:greekLit:tlg1443.tlg002,"Epistulae Interpolatae Et Epistulae Suppositiciae (Recensio Longior)","False and Spurious Letters"
urn:cite:chs:work.tlg1443_tlg001,urn:cts:greekLit:tlg1443.tlg001,"Epistulae VII Genuinae (Recensio Media)","Seven Genuine Letters"
urn:cite:chs:work.tlg1451_tlg001,urn:cts:greekLit:tlg1451.tlg001,"Confessio Et Precatio Aseneth","Confession and Prayer of Aseneth"
urn:cite:chs:work.tlg1463_tlg001,urn:cts:greekLit:tlg1463.tlg001,"Apocalypsis Enochi","The Apocalypse of Enoch"
urn:cite:chs:work.tlg1464_tlg001,urn:cts:greekLit:tlg1464.tlg001,Fragmenta,Fragments
urn:cite:chs:work.tlg1482_tlg001,urn:cts:greekLit:tlg1482.tlg001,Cyranides,Cyranides
urn:cite:chs:work.tlg1485_tlg001,urn:cts:greekLit:tlg1485.tlg001,"Martyrium Ptolemaei Et Lucii","The Acts of Ptolemaeus and Lucius"
urn:cite:chs:work.tlg1515_tlg001,urn:cts:greekLit:tlg1515.tlg001,"Lexicon Atticum","Attic Lexicon"
urn:cite:chs:work.tlg1521_tlg001,urn:cts:greekLit:tlg1521.tlg001,"Vita Secundi","Life of Secundus"
urn:cite:chs:work.tlg1527_tlg001,urn:cts:greekLit:tlg1527.tlg001,"Περὶ τῶν κατὰ ἀντιπάθειαν καὶ συμπάθειαν","On Sympathies and Antipathies"
urn:cite:chs:work.tlg1545_tlg001,urn:cts:greekLit:tlg1545.tlg001,"De Universi Natura","On the Nature of the Universe"
urn:cite:chs:work.tlg1599_tlg001,urn:cts:greekLit:tlg1599.tlg001,Belopoeica,"On Artillery"
urn:cite:chs:work.tlg1599_tlg002,urn:cts:greekLit:tlg1599.tlg002,"Parasceuastica Et Poliorcetica","On Sieges and Siegecraft"
